Id	id_lot	nb_piece	typologie	prix_tva_reduite	prix_tva_normale	prix_HT	prix_m2_HT	prix_m2_TTC	orientation	exterieur	balcony	garden	parking	ville	departement	date_fin_programme	adresse_entiere	date_extraction	surface	etage	nom_programme	promoteur	index
1395	95_1_AMARANTHE_Bouygues	5	Appartement	305071.0	347000.1896	289166.82	3016.55	3619.86	Traversant	0	1	0	1	Ã‰vry-Courcouronnes	91	mai 2024	1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes	2021-11-08	95.86	1.0	AMARANTHE	Bouygues	1395.0
1447	87_8_OCTEO_Bouygues	4	Appartement	208363.0	237000.5687	197500.47	2267.77	2721.33	S	0	1	0	0	Caen	14	novembre 2022	Avenue d'Harcourt 14000 Caen	2021-11-08	87.09	8.0	OCTEO	Bouygues	1447.0
1459	37_2_Allure_Bouygues	2	Appartement		201000.0	167500.0	4508.75	5410.5	NE	0	1	0	0	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	37.15	2.0	Allure	Bouygues	1459.0
1462	39_2_Allure_Bouygues	2	Appartement		208000.0	173333.33	4346.37	5215.65	N	0	1	0	0	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	39.88	2.0	Allure	Bouygues	1462.0
1463	37_3_Allure_Bouygues	2	Appartement						NE	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	37.15	3.0	Allure	Bouygues	1463.0
1464	43_1_Allure_Bouygues	2	Appartement		217000.0	180833.33	4136.17	4963.4	N	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	43.72	1.0	Allure	Bouygues	1464.0
1465	39_2__1_Allure_Bouygues	2	Appartement		218000.0	181666.67	4620.21	5544.25	NE	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	39.32	2.0	Allure	Bouygues	1465.0
1466	39_2__2_Allure_Bouygues	2	Appartement		218000.0	181666.67	4619.04	5542.84	NE	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	39.33	2.0	Allure	Bouygues	1466.0
1468	39_3_Allure_Bouygues	2	Appartement		223000.0	185833.33	4738.23	5685.87	N	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	39.22	3.0	Allure	Bouygues	1468.0
1469	39_3__1_Allure_Bouygues	2	Appartement		223000.0	185833.33	4726.18	5671.41	NE	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	39.32	3.0	Allure	Bouygues	1469.0
1470	39_3__2_Allure_Bouygues	2	Appartement		223000.0	185833.33	4724.98	5669.97	NE	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	39.33	3.0	Allure	Bouygues	1470.0
1472	43_2_Allure_Bouygues	2	Appartement		227000.0	189166.67	4326.78	5192.13	N	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	43.72	2.0	Allure	Bouygues	1472.0
1474	43_2__1_Allure_Bouygues	2	Appartement		231000.0	192500.0	4457.05	5348.46	NE	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	43.19	2.0	Allure	Bouygues	1474.0
1476	43_3_Allure_Bouygues	2	Appartement		237000.0	197500.0	4572.82	5487.38	NE	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	43.19	3.0	Allure	Bouygues	1476.0
1479	48_2_Allure_Bouygues	2	Appartement		245000.0	204166.67	4214.84	5057.8	NO	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	48.44	2.0	Allure	Bouygues	1479.0
1480	43_2__2_Allure_Bouygues	2	Appartement		246000.0	205000.0	4660.15	5592.18	O	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	43.99	2.0	Allure	Bouygues	1480.0
1481	48_3_Allure_Bouygues	2	Appartement		257000.0	214166.67	4421.28	5305.53	NO	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	48.44	3.0	Allure	Bouygues	1481.0
1484	57_2_Allure_Bouygues	3	Appartement		309000.0	257500.0	4485.28	5382.34	S	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	57.41	2.0	Allure	Bouygues	1484.0
1485	63_2_Allure_Bouygues	3	Appartement		313000.0	260833.33	4108.26	4929.91	E	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	63.49	2.0	Allure	Bouygues	1485.0
1486	63_3_Allure_Bouygues	3	Appartement		322000.0	268333.33	4226.39	5071.66	E	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	63.49	3.0	Allure	Bouygues	1486.0
1487	58_2_Allure_Bouygues	3	Appartement		323000.0	269166.67	4576.11	5491.33	S	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	58.82	2.0	Allure	Bouygues	1487.0
1488	58_3_Allure_Bouygues	3	Appartement		329000.0	274166.67	4661.11	5593.34	S	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	58.82	3.0	Allure	Bouygues	1488.0
1490	65_2_Allure_Bouygues	3	Appartement		336000.0	280000.0	4305.71	5166.85	SE	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	65.03	2.0	Allure	Bouygues	1490.0
1491	64_2_Allure_Bouygues	3	Appartement		343000.0	285833.33	4404.89	5285.87	O	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	64.89	2.0	Allure	Bouygues	1491.0
1495	71_5_Allure_Bouygues	3	Appartement		398000.0	331666.67	4671.36	5605.63	SE	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	71.0	5.0	Allure	Bouygues	1495.0
1496	70_5_Allure_Bouygues	3	Appartement		402000.0	335000.0	4751.77	5702.13	N	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	70.5	5.0	Allure	Bouygues	1496.0
1497	71_6_Allure_Bouygues	3	Appartement		409000.0	340833.33	4800.47	5760.56	SE	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	71.0	6.0	Allure	Bouygues	1497.0
1498	73_5_Allure_Bouygues	3	Appartement		414000.0	345000.0	4693.24	5631.89	S	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	73.51	5.0	Allure	Bouygues	1498.0
1499	70_6_Allure_Bouygues	3	Appartement		417000.0	347500.0	4929.08	5914.89	N	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	70.5	6.0	Allure	Bouygues	1499.0
1502	83_2_Allure_Bouygues	4	Appartement		474000.0	395000.0	4743.04	5691.64	SO	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	83.28	2.0	Allure	Bouygues	1502.0
1503	85_2_Allure_Bouygues	4	Appartement		490000.0	408333.33	4777.5	5733.01	S	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	85.47	2.0	Allure	Bouygues	1503.0
1504	85_3_Allure_Bouygues	4	Appartement		501000.0	417500.0	4884.75	5861.71	S	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	85.47	3.0	Allure	Bouygues	1504.0
1505	125_5_Allure_Bouygues	4	Appartement		731000.0	609166.67	4843.5	5812.2	S	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	125.77	5.0	Allure	Bouygues	1505.0
1507	134_4_Allure_Bouygues	4	Appartement		769000.0	640833.33	4753.25	5703.9	SO	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	134.82	4.0	Allure	Bouygues	1507.0
1508	125_6_Allure_Bouygues	4	Appartement		818000.0	681666.67	5419.95	6503.94	S	0	1	0	1	Caen	14	mai 2024	36 BOULEVARD ARISTIDE BRIAND 14000 Caen	2021-11-08	125.77	6.0	Allure	Bouygues	1508.0
1517	42_1_Duo_Bouygues	2	Appartement		157000.0	130833.33	3064.73	3677.68	N	0	1	0	1	Caen	14	mai 2024	AVENUE D HARCOURT 14000 Caen	2021-11-08	42.69	1.0	Duo	Bouygues	1517.0
1520	42_2_Duo_Bouygues	2	Appartement		161000.0	134166.67	3142.81	3771.38	NO	0	1	0	1	Caen	14	mai 2024	AVENUE D HARCOURT 14000 Caen	2021-11-08	42.69	2.0	Duo	Bouygues	1520.0
1524	43_1_Duo_Bouygues	2	Appartement						S	1	1	0	1	Caen	14	mai 2024	AVENUE D HARCOURT 14000 Caen	2021-11-08	43.28	1.0	Duo	Bouygues	1524.0
1575	30_2__1_EnVergure_Bouygues	1	Appartement		158000.0	131666.67	4332.57	5199.08	N	0	1	0	0	Caen	14	aout 2024	Bas Venoix 14000 Caen	2021-11-08	30.39	2.0	EnVergure	Bouygues	1575.0
1582	20_3__2_EnVergure_Bouygues	1	Appartement		172000.0	143333.33	7012.39	8414.87	N	0	1	0	1	Caen	14	aout 2024	Bas Venoix 14000 Caen	2021-11-08	20.44	3.0	EnVergure	Bouygues	1582.0
1583	40_2_EnVergure_Bouygues	2	Appartement		181500.0	151250.0	3758.7	4510.44	SO	0	1	0	1	Caen	14	aout 2024	Bas Venoix 14000 Caen	2021-11-08	40.24	2.0	EnVergure	Bouygues	1583.0
1590	62_1_EnVergure_Bouygues	3	Appartement		249000.0	207500.0	3342.46	4010.95	SO	0	1	0	1	Caen	14	aout 2024	Bas Venoix 14000 Caen	2021-11-08	62.08	1.0	EnVergure	Bouygues	1590.0
1591	61_2_EnVergure_Bouygues	3	Appartement		249000.0	207500.0	3383.34	4060.0	SO	0	1	0	1	Caen	14	aout 2024	Bas Venoix 14000 Caen	2021-11-08	61.33	2.0	EnVergure	Bouygues	1591.0
1592	67_1_EnVergure_Bouygues	3	Appartement		263000.0	219166.67	3238.28	3885.93	SO	0	1	0	1	Caen	14	aout 2024	Bas Venoix 14000 Caen	2021-11-08	67.68	1.0	EnVergure	Bouygues	1592.0
1593	67_2_EnVergure_Bouygues	3	Appartement		263000.0	219166.67	3238.28	3885.93	SO	0	1	0	1	Caen	14	aout 2024	Bas Venoix 14000 Caen	2021-11-08	67.68	2.0	EnVergure	Bouygues	1593.0
1596	84_3_EnVergure_Bouygues	4	Appartement		315000.0	262500.0	3122.77	3747.32	SO	0	1	0	1	Caen	14	aout 2024	Bas Venoix 14000 Caen	2021-11-08	84.06	3.0	EnVergure	Bouygues	1596.0
1597	43_1_RESIDENCECAPRICE_Bouygues	2	Appartement		165000.0	137500.0	3178.46	3814.15	E	0	1	0	1	Ouistreham	14	aout 2023	RUE DES ROUGES GORGES 14150 Ouistreham	2021-11-08	43.26	1.0	RESIDENCE CAPRICE	Bouygues	1597.0
1617	61_1_L'EtoffeduCailly_Bouygues	3	Appartement		188000.0	156666.67	2567.89	3081.46	O	0	1	0	1	DÃ©ville-lÃ¨s-Rouen	76	aout 2023	place Fresnel 76250 DÃ©ville-lÃ¨s-Rouen	2021-11-08	61.01	1.0	L'Etoffe du Cailly	Bouygues	1617.0
1618	60_3_L'EtoffeduCailly_Bouygues	3	Appartement		189000.0	157500.0	2607.62	3129.14	O	0	1	0	1	DÃ©ville-lÃ¨s-Rouen	76	aout 2023	place Fresnel 76250 DÃ©ville-lÃ¨s-Rouen	2021-11-08	60.4	3.0	L'Etoffe du Cailly	Bouygues	1618.0
1623	64_1_L'EtoffeduCailly_Bouygues	3	Appartement		194000.0	161666.67	2502.97	3003.56	O	0	1	0	1	DÃ©ville-lÃ¨s-Rouen	76	aout 2023	place Fresnel 76250 DÃ©ville-lÃ¨s-Rouen	2021-11-08	64.59	1.0	L'Etoffe du Cailly	Bouygues	1623.0
1624	64_2_L'EtoffeduCailly_Bouygues	3	Appartement		194000.0	161666.67	2502.97	3003.56	O	0	1	0	1	DÃ©ville-lÃ¨s-Rouen	76	aout 2023	place Fresnel 76250 DÃ©ville-lÃ¨s-Rouen	2021-11-08	64.59	2.0	L'Etoffe du Cailly	Bouygues	1624.0
1625	64_2__1_L'EtoffeduCailly_Bouygues	3	Appartement		194000.0	161666.67	2524.86	3029.83	E	0	1	0	1	DÃ©ville-lÃ¨s-Rouen	76	aout 2023	place Fresnel 76250 DÃ©ville-lÃ¨s-Rouen	2021-11-08	64.03	2.0	L'Etoffe du Cailly	Bouygues	1625.0
1626	60_3__1_L'EtoffeduCailly_Bouygues	3	Appartement		194000.0	161666.67	2693.1	3231.72	S	0	1	0	1	DÃ©ville-lÃ¨s-Rouen	76	aout 2023	place Fresnel 76250 DÃ©ville-lÃ¨s-Rouen	2021-11-08	60.03	3.0	L'Etoffe du Cailly	Bouygues	1626.0
1627	64_3_L'EtoffeduCailly_Bouygues	3	Appartement		197000.0	164166.67	2563.9	3076.68	E	0	1	0	1	DÃ©ville-lÃ¨s-Rouen	76	aout 2023	place Fresnel 76250 DÃ©ville-lÃ¨s-Rouen	2021-11-08	64.03	3.0	L'Etoffe du Cailly	Bouygues	1627.0
1637	60_4_LISIEREENSEINE_Bouygues	3	Appartement		249500.0	207916.67	3443.47	4132.16	O	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	60.38	4.0	LISIERE EN SEINE	Bouygues	1637.0
1638	60_4__1_LISIEREENSEINE_Bouygues	3	Appartement		254500.0	212083.33	3510.73	4212.88	E	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	60.41	4.0	LISIERE EN SEINE	Bouygues	1638.0
1639	62_4_LISIEREENSEINE_Bouygues	3	Appartement		255500.0	212916.67	3392.01	4070.42	E	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	62.77	4.0	LISIERE EN SEINE	Bouygues	1639.0
1640	60_5_LISIEREENSEINE_Bouygues	3	Appartement		257500.0	214583.33	3552.12	4262.54	E	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	60.41	5.0	LISIERE EN SEINE	Bouygues	1640.0
1641	60_6_LISIEREENSEINE_Bouygues	3	Appartement		260500.0	217083.33	3593.5	4312.2	E	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	60.41	6.0	LISIERE EN SEINE	Bouygues	1641.0
1642	60_7_LISIEREENSEINE_Bouygues	3	Appartement		263500.0	219583.33	3634.88	4361.86	E	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	60.41	7.0	LISIERE EN SEINE	Bouygues	1642.0
1643	62_3_LISIEREENSEINE_Bouygues	3	Appartement		266500.0	222083.33	3537.49	4244.98	O	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	62.78	3.0	LISIERE EN SEINE	Bouygues	1643.0
1644	60_8_LISIEREENSEINE_Bouygues	3	Appartement		266500.0	222083.33	3676.27	4411.52	E	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	60.41	8.0	LISIERE EN SEINE	Bouygues	1644.0
1645	62_4__1_LISIEREENSEINE_Bouygues	3	Appartement		268500.0	223750.0	3564.03	4276.84	O	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	62.78	4.0	LISIERE EN SEINE	Bouygues	1645.0
1646	62_5_LISIEREENSEINE_Bouygues	3	Appartement		270500.0	225416.67	3590.58	4308.7	O	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	62.78	5.0	LISIERE EN SEINE	Bouygues	1646.0
1647	62_6_LISIEREENSEINE_Bouygues	3	Appartement		272500.0	227083.33	3617.13	4340.55	O	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	62.78	6.0	LISIERE EN SEINE	Bouygues	1647.0
1649	79_5_LISIEREENSEINE_Bouygues	4	Appartement		338500.0	282083.33	3570.68	4284.81	SE	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	79.0	5.0	LISIERE EN SEINE	Bouygues	1649.0
1650	79_6_LISIEREENSEINE_Bouygues	4	Appartement		340500.0	283750.0	3591.77	4310.13	SE	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	79.0	6.0	LISIERE EN SEINE	Bouygues	1650.0
1651	79_8_LISIEREENSEINE_Bouygues	4	Appartement		344500.0	287083.33	3633.97	4360.76	SE	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	79.0	8.0	LISIERE EN SEINE	Bouygues	1651.0
1652	87_3_LISIEREENSEINE_Bouygues	4	Appartement		361500.0	301250.0	3457.87	4149.45	SO	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	87.12	3.0	LISIERE EN SEINE	Bouygues	1652.0
1653	87_4_LISIEREENSEINE_Bouygues	4	Appartement		366500.0	305416.67	3505.7	4206.84	SO	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	87.12	4.0	LISIERE EN SEINE	Bouygues	1653.0
1654	87_5_LISIEREENSEINE_Bouygues	4	Appartement		371500.0	309583.33	3553.53	4264.23	SO	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	87.12	5.0	LISIERE EN SEINE	Bouygues	1654.0
1655	87_6_LISIEREENSEINE_Bouygues	4	Appartement		376500.0	313750.0	3601.35	4321.63	SO	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	87.12	6.0	LISIERE EN SEINE	Bouygues	1655.0
1656	87_7_LISIEREENSEINE_Bouygues	4	Appartement		381500.0	317916.67	3649.18	4379.02	SO	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	87.12	7.0	LISIERE EN SEINE	Bouygues	1656.0
1657	87_8_LISIEREENSEINE_Bouygues	4	Appartement		386500.0	322083.33	3697.01	4436.41	SO	0	1	0	1	Rouen	76	aout 2023	Boulevard Ferdinand de Lesseps 76000 Rouen	2021-11-08	87.12	8.0	LISIERE EN SEINE	Bouygues	1657.0
1668	79_2_PleinOuest_Bouygues	4	Appartement		295000.0	245833.33	3079.85	3695.82	S / E	0	1	0	1	Rouen	76	novembre 2021	170 AVENUE DU MONT RIBOUDET 76000 Rouen	2021-11-08	79.82	2.0	Plein Ouest	Bouygues	1668.0
1670	66_3_MANDALA_Bouygues	3	Appartement	237955.0	270659.7156	225549.76	3416.9	4100.28	E	0	1	0	1	Bordeaux	33	aout 2022	ZAC Ginko 33000 Bordeaux	2021-11-08	66.01	3.0	MANDALA	Bouygues	1670.0
1671	66_4_MANDALA_Bouygues	3	Appartement		273960.0	228300.0	3458.57	4150.28	E	0	1	0	1	Bordeaux	33	aout 2022	ZAC Ginko 33000 Bordeaux	2021-11-08	66.01	4.0	MANDALA	Bouygues	1671.0
1672	65_5_MANDALA_Bouygues	3	Appartement		274920.0	229100.0	3519.74	4223.69	N	0	1	0	1	Bordeaux	33	aout 2022	ZAC Ginko 33000 Bordeaux	2021-11-08	65.09	5.0	MANDALA	Bouygues	1672.0
1673	89_6_MANDALA_Bouygues	4	Appartement		365520.0	304600.0	3418.25	4101.9	S	0	1	0	1	Bordeaux	33	aout 2022	ZAC Ginko 33000 Bordeaux	2021-11-08	89.11	6.0	MANDALA	Bouygues	1673.0
1726	87_2_QUAINEUF-OTAGO&CALLAO_Bouygues	4	Appartement		399000.0	332500.0	3820.08	4584.1	Traversant	0	1	0	1	Bordeaux	33	novembre 2024	23 QUAI DE BRIENNE 33800 Bordeaux	2021-11-08	87.04	2.0	QUAI NEUF - OTAGO & CALLAO	Bouygues	1726.0
1730	87_3_QUAINEUF-OTAGO&CALLAO_Bouygues	4	Appartement		409000.0	340833.33	3915.82	4698.99	Traversant	0	1	0	1	Bordeaux	33	novembre 2024	23 QUAI DE BRIENNE 33800 Bordeaux	2021-11-08	87.04	3.0	QUAI NEUF - OTAGO & CALLAO	Bouygues	1730.0
1733	87_4_QUAINEUF-OTAGO&CALLAO_Bouygues	4	Appartement		418000.0	348333.33	4001.99	4802.39	Traversant	0	1	0	1	Bordeaux	33	novembre 2024	23 QUAI DE BRIENNE 33800 Bordeaux	2021-11-08	87.04	4.0	QUAI NEUF - OTAGO & CALLAO	Bouygues	1733.0
1737	87_6_QUAINEUF-OTAGO&CALLAO_Bouygues	4	Appartement		437000.0	364166.67	4183.9	5020.68	Traversant	0	1	0	1	Bordeaux	33	novembre 2024	23 QUAI DE BRIENNE 33800 Bordeaux	2021-11-08	87.04	6.0	QUAI NEUF - OTAGO & CALLAO	Bouygues	1737.0
1746	106_8_QUAINEUF-OTAGO&CALLAO_Bouygues	5	Appartement		559000.0	465833.33	4356.03	5227.23	Vue privilÃ©giÃ©e	0	1	0	1	Bordeaux	33	novembre 2024	23 QUAI DE BRIENNE 33800 Bordeaux	2021-11-08	106.94	8.0	QUAI NEUF - OTAGO & CALLAO	Bouygues	1746.0
1751	46_1_ESPRITCHARTRONS_Bouygues	2	Appartement		316000.0	263333.33	5638.83	6766.6	SO	0	1	0	1	Bordeaux	33	mai 2024	58  rue Dupaty 33300 Bordeaux	2021-11-08	46.7	1.0	ESPRIT CHARTRONS	Bouygues	1751.0
1752	64_3_ESPRITCHARTRONS_Bouygues	3	Appartement		425000.0	354166.67	5490.96	6589.15	SO	0	1	0	1	Bordeaux	33	mai 2024	58  rue Dupaty 33300 Bordeaux	2021-11-08	64.5	3.0	ESPRIT CHARTRONS	Bouygues	1752.0
1753	82_1_ESPRITCHARTRONS_Bouygues	4	Appartement		497000.0	414166.67	5021.42	6025.7	SO	0	1	0	1	Bordeaux	33	mai 2024	58  rue Dupaty 33300 Bordeaux	2021-11-08	82.48	1.0	ESPRIT CHARTRONS	Bouygues	1753.0
1756	60_PassagesSaintGermain_Bouygues	3	Maison		202130.0	168441.67	2774.53	3329.44	NO	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	60.71		Passages Saint Germain	Bouygues	1756.0
1757	66_1_PassagesSaintGermain_Bouygues	3	Appartement		220520.0	183766.67	2749.35	3299.22	NE	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	66.84	1.0	Passages Saint Germain	Bouygues	1757.0
1758	46_PassagesSaintGermain_Bouygues	2	Maison		254000.0	211666.67	4552.95	5463.54	SO	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	46.49		Passages Saint Germain	Bouygues	1758.0
1759	47_PassagesSaintGermain_Bouygues	2	Maison		260000.0	216666.67	4516.71	5420.05	SO	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	47.97		Passages Saint Germain	Bouygues	1759.0
1760	48_2_PassagesSaintGermain_Bouygues	2	Appartement		260000.0	216666.67	4437.16	5324.6	SE	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	48.83	2.0	Passages Saint Germain	Bouygues	1760.0
1761	87_2_PassagesSaintGermain_Bouygues	4	Appartement		282260.0	235216.67	2690.65	3228.78	Traversant	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	87.42	2.0	Passages Saint Germain	Bouygues	1761.0
1762	61_6_PassagesSaintGermain_Bouygues	3	Appartement		308400.0	257000.0	4172.08	5006.49	SE	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	61.6	6.0	Passages Saint Germain	Bouygues	1762.0
1763	61_7_PassagesSaintGermain_Bouygues	3	Appartement		311460.0	259550.0	4213.47	5056.17	SE	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	61.6	7.0	Passages Saint Germain	Bouygues	1763.0
1764	67_5_PassagesSaintGermain_Bouygues	3	Appartement		316000.0	263333.33	3926.25	4711.5	NE	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	67.07	5.0	Passages Saint Germain	Bouygues	1764.0
1765	65_5_PassagesSaintGermain_Bouygues	3	Appartement		326760.0	272300.0	4138.93	4966.71	NO	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	65.79	5.0	Passages Saint Germain	Bouygues	1765.0
1766	67_4_PassagesSaintGermain_Bouygues	3	Appartement		328800.0	274000.0	4085.28	4902.34	NE	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	67.07	4.0	Passages Saint Germain	Bouygues	1766.0
1767	65_6_PassagesSaintGermain_Bouygues	3	Appartement		329820.0	274850.0	4177.69	5013.22	NO	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	65.79	6.0	Passages Saint Germain	Bouygues	1767.0
1768	65_7_PassagesSaintGermain_Bouygues	3	Appartement		332880.0	277400.0	4216.45	5059.74	NE	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	65.79	7.0	Passages Saint Germain	Bouygues	1768.0
1769	71_3_PassagesSaintGermain_Bouygues	3	Appartement		342060.0	285050.0	3982.26	4778.71	NE	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	71.58	3.0	Passages Saint Germain	Bouygues	1769.0
1770	87_1_PassagesSaintGermain_Bouygues	4	Appartement		375920.0	313266.67	3583.47	4300.16	Traversant	0	1	0	1	Bordeaux	33	fevrier 2023	rue AmÃ©dÃ©e Saint Germain 33800 Bordeaux	2021-11-08	87.42	1.0	Passages Saint Germain	Bouygues	1770.0
